complaint_id,complaint_text,category,issue_subtype,duplicate_group_id,location,priority,status,reported_by_role,date_reported
68592,Construction noise near Room A129 is disturbing classes/sleep.,Noise/Nuisance,noise disturbance,1021,Room B104,Low,In Progress,Student,2024-04-15
68593,"Lights in Room D104 are unstable, they blink randomly.",Electrical,light flickering,1004,Room A103,Low,Escalated,Staff,2025-04-29
68594,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room C105,Medium,Open,Student,2025-03-16
68595,The corner fan is making a weird rattling noise.,HVAC/Fan,fan making noise,1000,Room D131,Low,Open,Student,2024-08-13
68596,Fan in Room D106 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room B131,Low,Open,Student,2026-07-12
68597,Corridor near the study table is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room C127,Low,Open,Student,2024-02-25
68598,Ceiling in Room C128 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room E134,Medium,Escalated,Student,2024-10-15
68599,Wall near the hallway has a large crack spreading.,Structural,ceiling/wall damage,1014,Room A123,High,Resolved,Student,2025-05-04
68600,Chair near the window has a broken backrest.,Furniture,chair broken,1011,Room B140,Medium,Open,Warden,2024-02-20
68601,There's a crack forming on the ceiling in Room B136.,Structural,ceiling/wall damage,1014,Room E106,Low,In Progress,Warden,2024-09-10
68602,The WiFi router near the balcony seems to be down.,Internet/WiFi,wifi not working,1017,Room C104,Low,Open,Warden,2024-04-16
68603,Air conditioner is running but blowing warm air.,HVAC/Fan,AC not cooling,1002,Room E125,Low,Open,Staff,2026-03-04
68604,Mosquito infestation is bad in Room A133 this week.,Cleaning/Sanitation,pest issue,1020,Room A127,Low,Open,Student,2026-01-03
68605,"The switchboard in my room has sparking wires, feels unsafe.",Electrical,wiring exposed / hazard,1006,Room B120,High,Resolved,Staff,2026-01-01
68606,None of the plug points in my room are giving electricity.,Electrical,power outlet not working,1003,Block A Floor 4 corridor,Low,Resolved,Student,2024-03-14
68607,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Room D136,Low,Resolved,Warden,2024-10-02
68608,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room B101,High,Resolved,Student,2024-07-14
68609,The hallway fan has completely stopped working.,HVAC/Fan,fan not working,1001,Room B134,Medium,Resolved,Student,2024-08-31
68610,Window glass in Room A112 is cracked.,Structural,door/window broken,1015,Room C110,High,In Progress,Student,2025-03-07
68611,Trash hasn't been collected from Room A130 for days.,Cleaning/Sanitation,room not cleaned,1019,Room C117,Low,Open,Student,2024-04-09
68612,Air conditioner is running but blowing warm air.,HVAC/Fan,AC not cooling,1002,Room D135,Low,Open,Visitor,2026-05-16
68613,There's no water coming from the tap in Room E103.,Plumbing,no water supply,1008,Room E103,High,Escalated,Student,2025-04-07
68614,bed fan sounds like a rattling tin can whenever it's on.,HVAC/Fan,fan making noise,1000,Room E121,Low,Resolved,Student,2025-02-05
68615,Bulb near the kitchen area is flickering and about to die.,Electrical,light flickering,1004,Room E144,Medium,In Progress,Staff,2025-09-05
68616,Mold is forming on the wall due to constant dampness in Room B125.,Structural,seepage/dampness,1016,the mess hall,High,Open,Student,2024-12-30
68617,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,Hostel 4 common washroom,Medium,Open,Student,2025-06-03
68618,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room D118,Medium,In Progress,Student,2024-11-13
68619,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room C138,Low,Open,Staff,2025-04-12
68620,"Desk near the staircase landing has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room B144,High,In Progress,Staff,2025-07-09
68621,"I can't charge my devices, the socket in Room E128 is dead.",Electrical,power outlet not working,1003,Block A Floor 2 corridor,Low,Open,Student,2025-03-01
68622,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room B113,Medium,Open,Staff,2025-10-31
68623,"The chair in Room D117 is broken, one leg is cracked.",Furniture,chair broken,1011,Room A134,High,Resolved,Student,2024-08-21
68624,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room B124,High,Resolved,Student,2026-07-24
68625,main door fan sounds like a jet engine whenever it's on.,HVAC/Fan,fan making noise,1000,Room B138,Low,Resolved,Student,2024-04-29
68626,There's no power supply at all in Room A120.,Electrical,no electricity,1005,Room A126,High,Escalated,Student,2025-06-14
68627,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room B131,Low,Resolved,Staff,2026-08-17
68628,There's a constant leak from the wash basin tap in Room C105.,Plumbing,tap leaking,1007,Room C107,Medium,Resolved,Student,2025-12-27
68629,The Room C116 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room A111,Low,Resolved,Student,2024-10-03
68630,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room C101,Medium,In Progress,Student,2025-10-24
68631,There's a pipe leaking under the kitchen area in Block A Floor 2 corridor.,Plumbing,pipe leakage,1010,Room B108,Medium,Open,Student,2025-09-23
68632,The light in Room E118 keeps flickering on and off.,Electrical,light flickering,1004,Room E135,Medium,Open,Student,2026-03-24
68633,I found ants all over the ceiling in my room.,Cleaning/Sanitation,pest issue,1020,Room D134,Low,Escalated,Student,2025-12-22
68634,Power has been out in Room E104 for hours now.,Electrical,no electricity,1005,Room A132,Low,Open,Warden,2026-05-03
68635,"Tube light in my room flickers constantly, very annoying.",Electrical,light flickering,1004,Block B Floor 3 corridor,High,Resolved,Warden,2024-04-13
68636,There's a constant leak from the wash basin tap in Room B135.,Plumbing,tap leaking,1007,Room D124,Low,Open,Visitor,2024-04-17
68637,Connection near the main door keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room A108,Low,Resolved,Student,2026-01-18
68638,"The door lock in Room D107 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room A128,Medium,In Progress,Staff,2025-02-08
68639,Chair near the balcony has a broken backrest.,Furniture,chair broken,1011,Room E140,Medium,Open,Student,2025-05-01
68640,"Toilet flush isn't working properly in Block C Floor 1 corridor, backing up.",Plumbing,toilet clogged,1009,Room D137,Medium,Open,Student,2025-06-20
68641,No water pressure at all in the common room area.,Plumbing,no water supply,1008,Room D130,High,In Progress,Student,2025-06-03
68642,Corridor near the staircase landing is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room E112,High,In Progress,Student,2025-01-17
68643,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room D105,High,In Progress,Student,2026-04-06
68644,There's a crack forming on the ceiling in Room C113.,Structural,ceiling/wall damage,1014,Room D128,Low,Open,Student,2024-03-10
68645,Mosquito infestation is bad in Room E106 this week.,Cleaning/Sanitation,pest issue,1020,Room B140,High,Resolved,Student,2025-01-05
68646,The toilet in Room C135 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room C103,Medium,Open,Student,2025-06-27
68647,The the mess hall hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Hostel 7 common washroom,Low,Open,Warden,2026-03-05
68648,The light in Hostel 2 common washroom keeps flickering on and off.,Electrical,light flickering,1004,Room E127,Medium,Resolved,Student,2026-01-28
68649,"Tube light in my room flickers constantly, very annoying.",Electrical,light flickering,1004,Room A138,High,Escalated,Student,2024-03-08
68650,Can someone check the wardrobe fan? It's squeaking every time it spins.,HVAC/Fan,fan making noise,1000,Block D Floor 1 corridor,Low,Resolved,Staff,2026-03-14
68651,The fan attached to the switchboard keeps rattling and buzzing loudly.,HVAC/Fan,fan making noise,1000,Room D118,Low,Open,Student,2025-05-16
68652,"Washroom drain is blocked, water isn't going down.",Plumbing,toilet clogged,1009,Room D137,Low,In Progress,Student,2025-12-29
68653,Window glass in Room B135 is cracked.,Structural,door/window broken,1015,Room D109,High,Open,Staff,2026-03-08
68654,Connection near the bathroom keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room D134,Low,Open,Warden,2025-03-31
68655,"There are exposed wires near the main door in Room D123, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room E125,High,Escalated,Student,2025-08-18
68656,Connection near the bed keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room C102,High,Resolved,Student,2024-12-01
68657,"There are exposed wires near the bathroom in Room E135, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room A140,High,Open,Warden,2026-06-18
68658,There's no power supply at all in Room D107.,Electrical,no electricity,1005,Room C125,High,Open,Student,2024-11-17
68659,Water keeps dripping from the wall-mounted tap even when closed.,Plumbing,tap leaking,1007,Room C118,Low,Resolved,Student,2026-06-30
68660,Ceiling in Room E112 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room B141,High,In Progress,Visitor,2024-03-27
68661,Internet speed in Room B133 is extremely slow.,Internet/WiFi,slow internet,1018,Room E134,Medium,In Progress,Staff,2024-05-19
68662,Neighbors near the switchboard play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room A116,Low,In Progress,Student,2026-07-29
68663,Bed in Room C143 is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room A137,High,Resolved,Student,2024-05-24
68664,The cupboard door in Room E106 won't close properly.,Furniture,cupboard/door issue,1013,Room D111,Low,Open,Student,2025-05-27
68665,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room C121,High,In Progress,Student,2025-04-09
68666,The cupboard door in Room C133 won't close properly.,Furniture,cupboard/door issue,1013,Room C133,Low,Resolved,Staff,2024-07-20
68667,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room E123,Low,Open,Student,2025-12-30
68668,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room E139,Low,Resolved,Staff,2025-12-11
68669,Fan in Room C141 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room E101,Low,Resolved,Warden,2024-03-21
68670,Fan in Room B140 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room E123,Low,Resolved,Staff,2024-05-20
68671,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,Room E138,Medium,Resolved,Staff,2025-06-03
68672,There's a pipe leaking under the corner in Room E107.,Plumbing,pipe leakage,1010,Room A104,Medium,Resolved,Student,2024-07-31
68673,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room D108,Low,Resolved,Student,2024-10-31
68674,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,the gym area,Medium,Open,Student,2025-02-21
68675,Window glass in Room A104 is cracked.,Structural,door/window broken,1015,Room B134,High,Open,Student,2025-06-19
68676,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room D121,Low,Open,Staff,2025-03-24
68677,The AC in Room A133 isn't cooling the room at all.,HVAC/Fan,AC not cooling,1002,Room B130,Low,Open,Visitor,2024-05-09
68678,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room C124,High,Open,Student,2024-05-30
68679,Construction noise near Room C126 is disturbing classes/sleep.,Noise/Nuisance,noise disturbance,1021,Room D114,Low,Resolved,Student,2024-06-02
68680,There's a loud screeching coming from the switchboard fan in my room.,HVAC/Fan,fan making noise,1000,Room A103,Low,Open,Student,2024-09-04
68681,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room B134,High,Resolved,Student,2026-06-16
68682,Neighbors near the switchboard play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room A122,Low,Resolved,Student,2024-04-06
68683,The cupboard door in Room A101 won't close properly.,Furniture,cupboard/door issue,1013,Room A106,Low,In Progress,Student,2024-11-12
68684,The power socket in Room A106 isn't working.,Electrical,power outlet not working,1003,Room D137,Medium,In Progress,Warden,2026-05-23
68685,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room B141,Low,Open,Warden,2025-12-03
68686,"Toilet flush isn't working properly in Room C119, backing up.",Plumbing,toilet clogged,1009,Room E122,Medium,In Progress,Student,2024-11-09
68687,"Taps in Block B Floor 1 corridor are completely dry, no water at all.",Plumbing,no water supply,1008,Room C112,High,In Progress,Staff,2026-07-11
68688,The cupboard door in Room A109 won't close properly.,Furniture,cupboard/door issue,1013,Room E143,Low,Open,Student,2025-08-20
68689,"The balcony AC seems to be broken, no cold air coming out.",HVAC/Fan,AC not cooling,1002,Room C101,Medium,Resolved,Student,2024-11-30
68690,Window glass in Room E114 is cracked.,Structural,door/window broken,1015,Room D106,High,Resolved,Staff,2025-07-14
68691,Water keeps dripping from the balcony tap even when closed.,Plumbing,tap leaking,1007,Room D131,Low,Resolved,Student,2024-04-25
68692,Chair near the staircase landing has a broken backrest.,Furniture,chair broken,1011,Room A120,Medium,Resolved,Student,2025-01-27
68693,"Desk near the hallway has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room B108,High,Open,Student,2025-07-13
68694,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room B121,High,Open,Student,2026-07-09
68695,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,Room C117,Medium,Open,Staff,2025-06-05
68696,Ceiling in Room E125 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room C127,Medium,In Progress,Student,2025-05-09
68697,There's constant loud noise coming from Room C103 at night.,Noise/Nuisance,noise disturbance,1021,Room D116,Medium,Open,Student,2024-08-01
68698,Internet keeps disconnecting every few minutes in Room B122.,Internet/WiFi,wifi not working,1017,Room E125,Medium,Open,Student,2026-01-26
68699,Mold is forming on the wall due to constant dampness in Room A111.,Structural,seepage/dampness,1016,Room D121,High,In Progress,Student,2025-06-16
68700,There's constant loud noise coming from Room D112 at night.,Noise/Nuisance,noise disturbance,1021,Room B125,Low,Open,Staff,2025-01-15
68701,There's a constant leak from the wash basin tap in the main lobby.,Plumbing,tap leaking,1007,the main lobby,Low,Resolved,Staff,2026-02-01
68702,There's no water coming from the tap in Room D128.,Plumbing,no water supply,1008,Room D101,High,Resolved,Student,2025-06-01
68703,The cupboard door in Room C110 won't close properly.,Furniture,cupboard/door issue,1013,Room C134,Low,Resolved,Student,2024-09-21
68704,The corner fan has completely stopped working.,HVAC/Fan,fan not working,1001,Room D103,Medium,Resolved,Student,2024-10-09
68705,Neighbors near the entrance play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room B142,Low,Open,Staff,2026-04-23
68706,WiFi isn't working at all in Room C112.,Internet/WiFi,wifi not working,1017,Room C134,Medium,Open,Student,2025-09-06
68707,Chair near the room has a broken backrest.,Furniture,chair broken,1011,Room E104,Medium,Open,Warden,2024-11-17
68708,Electrical outlet near the hallway has stopped working.,Electrical,power outlet not working,1003,Room D139,Medium,Open,Staff,2025-12-04
68709,Chair near the ceiling has a broken backrest.,Furniture,chair broken,1011,Room A106,Medium,Resolved,Student,2024-06-09
68710,The bed frame in Room E124 is creaking and unstable.,Furniture,bed/desk damaged,1012,Room D136,Medium,Open,Student,2024-04-13
68711,There's no power supply at all in Room A111.,Electrical,no electricity,1005,Room E117,High,In Progress,Student,2026-05-31
68712,My staircase landing fan is vibrating badly and making rattling sounds.,HVAC/Fan,fan making noise,1000,Room C122,Low,Resolved,Warden,2025-01-08
68713,Common washroom near the kitchen area is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Room D112,Low,Open,Warden,2024-08-31
68714,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Hostel 5 common washroom,High,Resolved,Student,2026-05-23
68715,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room A108,High,Resolved,Student,2025-10-26
68716,"Toilet flush isn't working properly in Room E135, backing up.",Plumbing,toilet clogged,1009,Room E108,Medium,Resolved,Student,2025-12-30
68717,The tap in Room B122 is leaking non-stop.,Plumbing,tap leaking,1007,Room A109,Medium,Open,Warden,2025-12-01
68718,Water keeps dripping from the staircase landing tap even when closed.,Plumbing,tap leaking,1007,Room E111,Low,Resolved,Student,2025-05-08
68719,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Block A Floor 4 corridor,Low,Open,Student,2024-12-31
68720,Mold is forming on the wall due to constant dampness in Room E141.,Structural,seepage/dampness,1016,Block A Floor 4 corridor,High,Resolved,Warden,2024-02-28
68721,"Room smells damp, there's visible moisture near the hallway.",Structural,seepage/dampness,1016,Room B120,Low,Open,Student,2025-07-03
68722,Chair near the main door has a broken backrest.,Furniture,chair broken,1011,Room A121,Medium,Resolved,Student,2025-06-02
68723,The toilet in Room C138 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room D107,Medium,Resolved,Student,2025-11-13
68724,Ceiling in the library reading room is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room A104,Medium,In Progress,Staff,2025-11-11
68725,"Lights in Room B113 are unstable, they blink randomly.",Electrical,light flickering,1004,Room B127,Low,Resolved,Student,2024-12-10
68726,Power has been out in Block A Floor 1 corridor for hours now.,Electrical,no electricity,1005,Room C142,Low,Resolved,Student,2025-04-16
68727,Common washroom near the ceiling is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Room E115,Low,Open,Student,2024-07-02
68728,The Room D134 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room C140,Low,In Progress,Student,2024-07-10
68729,The power socket in Room D126 isn't working.,Electrical,power outlet not working,1003,Room E140,Medium,Open,Student,2026-06-15
68730,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room D127,High,Open,Faculty,2025-09-26
68731,Window glass in Room A109 is cracked.,Structural,door/window broken,1015,Room D141,High,Resolved,Student,2024-10-08
68732,There's a constant leak from the wash basin tap in Room A117.,Plumbing,tap leaking,1007,Room B105,Low,Resolved,Student,2026-03-16
68733,"Washroom drain is blocked, water isn't going down.",Plumbing,toilet clogged,1009,Room C138,Medium,Open,Warden,2025-07-19
68734,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Hostel 3 common washroom,High,Open,Student,2024-02-21
68735,Neighbors near the room play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room C103,Low,In Progress,Student,2026-08-10
68736,Mold is forming on the wall due to constant dampness in Room B136.,Structural,seepage/dampness,1016,Room B131,Medium,Open,Student,2025-01-21
68737,There's a pipe leaking under the main door in Room D141.,Plumbing,pipe leakage,1010,Room B125,Medium,Resolved,Staff,2026-02-20
68738,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room B123,Medium,Open,Student,2024-03-31
68739,Fan stopped spinning suddenly in Room C113.,HVAC/Fan,fan not working,1001,Room E132,Medium,In Progress,Student,2025-06-18
68740,"I can't charge my devices, the socket in Room C131 is dead.",Electrical,power outlet not working,1003,Block C Floor 1 corridor,Low,Open,Student,2025-02-10
68741,Wall near the corner has a large crack spreading.,Structural,ceiling/wall damage,1014,Room A140,High,Resolved,Student,2024-01-26
68742,"Desk near the hallway has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room D118,High,Open,Student,2024-10-28
68743,The toilet in Room A117 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room C117,Medium,Resolved,Staff,2024-06-11
68744,Connection near the hallway keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room B123,Low,Open,Staff,2025-10-28
68745,There's a crack forming on the ceiling in Room C117.,Structural,ceiling/wall damage,1014,Room C120,Low,Open,Student,2026-06-26
68746,"Toilet flush isn't working properly in Room D116, backing up.",Plumbing,toilet clogged,1009,Hostel 2 common washroom,Medium,Resolved,Warden,2026-03-29
68747,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room E133,Medium,Resolved,Student,2024-07-13
68748,No water pressure at all in the room area.,Plumbing,no water supply,1008,Block A Floor 4 corridor,High,Open,Warden,2025-01-26
68749,Fan stopped spinning suddenly in Room B102.,HVAC/Fan,fan not working,1001,Room B120,Medium,Resolved,Student,2026-05-09
68750,"Washroom drain is blocked, water isn't going down.",Plumbing,toilet clogged,1009,Room E144,Medium,Resolved,Student,2025-02-03
68751,Chair near the wall-mounted has a broken backrest.,Furniture,chair broken,1011,Room D116,High,Open,Student,2025-06-06
68752,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room E107,Low,Resolved,Student,2026-05-06
68753,Mold is forming on the wall due to constant dampness in Room E101.,Structural,seepage/dampness,1016,Room A117,High,Resolved,Student,2026-06-09
68754,The tap in Block C Floor 3 corridor is leaking non-stop.,Plumbing,tap leaking,1007,Room E128,Medium,Resolved,Student,2024-05-09
68755,The cupboard door in Room C113 won't close properly.,Furniture,cupboard/door issue,1013,Room B105,Low,Resolved,Student,2026-01-10
68756,Common washroom near the bed is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Block B Floor 4 corridor,Medium,Escalated,Student,2024-08-14
68757,The tap in Room E115 is leaking non-stop.,Plumbing,tap leaking,1007,Room D111,Medium,Resolved,Student,2025-07-25
68758,Connection near the bed keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room B133,Low,Resolved,Student,2026-05-08
68759,Main door hinge near the bathroom is loose and squeaky.,Structural,door/window broken,1015,Room D118,Medium,Open,Student,2025-12-29
68760,"Fan in Room C138 is really noisy, sounds like a drill.",HVAC/Fan,fan making noise,1000,Block A Floor 1 corridor,Low,Resolved,Student,2024-10-18
68761,"Taps in Room A130 are completely dry, no water at all.",Plumbing,no water supply,1008,Room B120,High,Resolved,Staff,2025-12-21
68762,There's water seepage on the wall in Room A134.,Structural,seepage/dampness,1016,Block B Floor 1 corridor,High,Resolved,Student,2025-06-10
68763,Electrical outlet near the bed has stopped working.,Electrical,power outlet not working,1003,Room D103,Medium,In Progress,Student,2024-05-02
68764,"The chair in Room A109 is broken, one leg is cracked.",Furniture,chair broken,1011,Room D105,High,Open,Student,2024-12-25
68765,"Fan in Block A Floor 2 corridor is really noisy, sounds like a washing machine.",HVAC/Fan,fan making noise,1000,Room C140,Low,Escalated,Student,2024-12-30
68766,There's a pipe leaking under the main door in Room C138.,Plumbing,pipe leakage,1010,Room D140,Low,Open,Student,2025-10-17
68767,Mosquito infestation is bad in Room D139 this week.,Cleaning/Sanitation,pest issue,1020,Block B Floor 3 corridor,Low,Open,Student,2025-10-17
68768,There's constant loud noise coming from Room C130 at night.,Noise/Nuisance,noise disturbance,1021,Room A116,Low,Resolved,Student,2025-12-13
68769,Fan in Room D101 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room C103,Low,Escalated,Student,2025-11-14
68770,Water keeps dripping from the switchboard tap even when closed.,Plumbing,tap leaking,1007,Room C103,Medium,In Progress,Student,2024-08-22
68771,Entire room has no electricity since morning.,Electrical,no electricity,1005,Hostel 1 common washroom,High,Open,Student,2026-07-11
68772,Construction noise near Room C120 is disturbing classes/sleep.,Noise/Nuisance,noise disturbance,1021,Room C135,Low,Resolved,Warden,2026-03-06
68773,Bulb near the staircase landing is flickering and about to die.,Electrical,light flickering,1004,Room B132,Medium,In Progress,Warden,2024-11-17
68774,"My room lost electricity completely, need urgent fix.",Electrical,no electricity,1005,Room C136,High,Open,Student,2026-08-01
68775,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room C127,Low,Escalated,Student,2026-06-12
68776,The common room fan is making a weird grinding noise.,HVAC/Fan,fan making noise,1000,Room C138,Low,Resolved,Student,2025-10-21
68777,"Taps in Block B Floor 2 corridor are completely dry, no water at all.",Plumbing,no water supply,1008,Block D Floor 3 corridor,High,Escalated,Student,2024-03-11
68778,The fan attached to the ceiling keeps rattling and buzzing loudly.,HVAC/Fan,fan making noise,1000,Room B116,Low,Resolved,Student,2025-12-13
68779,Ceiling in Room A121 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Hostel 4 common washroom,Medium,In Progress,Warden,2025-07-25
68780,The bed frame in Room D122 is creaking and unstable.,Furniture,bed/desk damaged,1012,Room E135,Medium,Open,Student,2024-04-04
68781,Electrical outlet near the study table has stopped working.,Electrical,power outlet not working,1003,Room B140,Medium,Open,Warden,2025-08-01
68782,Mold is forming on the wall due to constant dampness in Room D136.,Structural,seepage/dampness,1016,Room C112,High,In Progress,Student,2026-03-04
68783,Trash hasn't been collected from Room B104 for days.,Cleaning/Sanitation,room not cleaned,1019,Room E119,Low,Open,Warden,2025-01-15
68784,Connection near the bed keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room C111,Low,Resolved,Student,2026-03-21
68785,Ceiling in Room C125 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room C106,Medium,Open,Student,2025-11-26
68786,"Tube light in my room flickers constantly, very annoying.",Electrical,light flickering,1004,Room D142,Low,Open,Student,2026-06-24
68787,Ceiling in Room B129 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room E140,Medium,In Progress,Student,2025-06-03
68788,"Washroom drain is blocked, water isn't going down.",Plumbing,toilet clogged,1009,Room B102,Medium,Escalated,Warden,2025-09-17
68789,"There are cockroaches in Room D114, needs pest control.",Cleaning/Sanitation,pest issue,1020,Hostel 2 common washroom,High,Open,Student,2026-06-24
68790,The Room C110 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room B116,Low,Open,Student,2025-06-20
68791,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,the main lobby,Medium,Escalated,Student,2024-09-23
68792,"I can't charge my devices, the socket in Room E109 is dead.",Electrical,power outlet not working,1003,Room E135,Low,In Progress,Student,2024-03-29
68793,Ceiling in Room C116 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room D140,Medium,Open,Student,2024-05-26
68794,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room D139,Low,In Progress,Student,2025-06-16
68795,Window glass in Room B125 is cracked.,Structural,door/window broken,1015,Room E117,High,Resolved,Warden,2024-02-12
68796,"There are exposed wires near the wardrobe in Room A106, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room D126,High,In Progress,Warden,2024-09-11
68797,"Lights in Room B106 are unstable, they blink randomly.",Electrical,light flickering,1004,Room B116,Low,In Progress,Student,2024-03-12
68798,"Lights in Room D106 are unstable, they blink randomly.",Electrical,light flickering,1004,Room E115,Low,Open,Student,2026-03-27
68799,There's no water coming from the tap in Room D109.,Plumbing,no water supply,1008,Room B129,High,In Progress,Student,2024-08-17
68800,Power has been out in Room E144 for hours now.,Electrical,no electricity,1005,Room B139,Low,Open,Student,2026-02-23
68801,"The chair in Room E116 is broken, one leg is cracked.",Furniture,chair broken,1011,Room C118,High,Open,Student,2025-10-04
68802,There's constant loud noise coming from Room B133 at night.,Noise/Nuisance,noise disturbance,1021,Room B123,Low,Escalated,Student,2026-03-21
68803,The AC in Room B130 isn't cooling the room at all.,HVAC/Fan,AC not cooling,1002,Room C111,Low,In Progress,Student,2025-05-28
68804,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room A106,Low,In Progress,Student,2026-08-13
68805,Internet speed in Room A138 is extremely slow.,Internet/WiFi,slow internet,1018,Room E118,Medium,Open,Warden,2024-03-20
68806,The cupboard door in Room A111 won't close properly.,Furniture,cupboard/door issue,1013,Hostel 6 common washroom,Low,Resolved,Student,2026-03-29
68807,The kitchen area fan has completely stopped working.,HVAC/Fan,fan not working,1001,Room B125,Medium,Resolved,Student,2025-12-27
68808,Main door hinge near the room is loose and squeaky.,Structural,door/window broken,1015,Room C119,Medium,Resolved,Student,2026-02-19
68809,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room C142,Low,Open,Student,2025-04-21
68810,I found ants all over the kitchen area in my room.,Cleaning/Sanitation,pest issue,1020,Room A142,Low,In Progress,Staff,2026-02-08
